id,shipment,number_customer_calls,customer_rating,product_cost,number_prior_purchases,product_importance,gender,discount,weight,weekday_of_purchase,week_of_purchase,on_Time
475,Ship,5,2,151,6,medium,M,12,1920,6,2,0
476,Ship,3,1,232,3,low,M,9,2958,6,2,0
477,Ship,3,2,140,2,low,F,16,1685,6,2,0
478,Ship,4,2,141,3,low,M,34,1619,6,2,0
479,Ship,5,4,182,5,medium,F,23,3398,6,2,0
480,Ship,4,2,139,5,low,F,52,1977,6,2,0
481,Ship,5,2,145,5,medium,F,22,1818,6,2,0
482,Ship,4,4,140,3,medium,M,11,1911,6,2,0
483,Ship,3,4,267,3,medium,F,62,3589,2,3,0
484,Ship,3,1,191,3,high,F,60,2069,2,3,0
485,Ship,4,2,133,4,medium,F,52,1401,2,3,0
486,Ship,4,2,170,2,low,F,1,1446,2,3,0
487,Ship,4,5,170,2,low,F,57,1533,2,3,0
488,Ship,3,2,149,4,medium,F,21,1636,2,3,0
489,Ship,5,4,279,2,medium,F,1,3933,2,3,0
490,Ship,4,3,121,2,medium,M,11,1906,2,3,0
491,Ship,3,2,139,2,low,M,63,1767,2,3,0
492,Ship,3,4,265,2,high,F,64,2493,2,3,0
493,Ship,5,2,239,5,medium,M,24,2472,2,3,0
494,Ship,4,3,119,5,medium,M,5,1841,2,3,0
495,Ship,4,1,265,4,low,F,30,3896,2,3,0
496,Ship,5,3,144,6,medium,F,35,1009,2,3,0
497,Ship,3,2,148,2,low,F,58,1537,2,3,0
498,Ship,5,4,269,2,medium,M,38,2770,2,3,0
499,Ship,2,3,188,3,medium,F,51,3191,2,3,0
500,Ship,3,4,187,2,high,M,8,3725,2,3,0
501,Ship,6,1,168,5,high,F,65,1601,2,3,0
502,Ship,4,1,199,2,low,F,46,3371,2,3,0
503,Ship,4,3,261,3,low,F,10,2802,2,3,0
504,Ship,3,1,218,3,low,M,4,2304,2,3,0
505,Ship,3,1,196,3,low,F,64,2911,2,3,0
506,Ship,4,5,147,3,medium,F,46,1469,2,3,0
507,Ship,4,2,208,3,high,M,17,2777,2,3,0
508,Ship,3,1,178,5,low,F,15,1242,2,3,0
509,Ship,4,4,197,3,medium,M,20,3080,2,3,0
510,Ship,2,4,206,2,low,F,30,3955,2,3,0
511,Ship,4,1,222,3,medium,M,45,3158,2,3,0
512,Ship,3,3,247,2,medium,M,55,3461,2,3,0
513,Ship,4,1,222,3,medium,M,25,2582,2,3,0
514,Ship,6,1,205,5,low,M,14,3213,2,3,0
515,Ship,5,2,244,3,low,M,8,3571,2,3,0
516,Ship,2,4,194,6,medium,F,39,3770,2,3,0
517,Ship,4,5,190,2,low,M,36,3548,2,3,0
518,Ship,3,4,169,2,low,M,17,1242,2,3,0
519,Ship,3,2,251,2,low,F,5,3443,2,3,0
520,Ship,2,2,161,2,medium,F,1,1642,2,3,0
521,Ship,3,2,252,4,low,M,29,2353,2,3,0
522,Ship,4,2,271,3,low,F,19,2693,2,3,0
523,Ship,5,3,150,3,medium,M,21,1187,2,3,0
524,Ship,3,5,212,3,high,M,6,2069,2,3,0
525,Ship,5,3,198,4,high,M,65,3407,2,3,0
526,Ship,3,4,266,2,high,F,33,3798,2,3,0
527,Ship,3,4,255,4,low,F,12,2266,2,3,0
528,Ship,4,1,166,3,high,F,3,1453,2,3,0
529,Ship,3,2,232,2,low,F,39,2139,2,3,0
530,Ship,3,5,198,2,medium,F,62,3015,2,3,0
531,Ship,4,3,170,3,low,F,21,1588,2,3,0
532,Ship,4,2,162,2,low,M,16,1014,2,3,0
533,Ship,3,4,135,3,low,M,22,1378,2,3,0
534,Ship,3,5,242,3,medium,M,19,3753,2,3,0
535,Ship,4,3,206,3,medium,F,20,2247,2,3,0
536,Ship,5,5,253,6,medium,M,59,2627,2,3,0
537,Ship,5,3,208,3,medium,M,35,3884,2,3,0
538,Ship,3,3,250,3,low,F,33,3463,2,3,0
539,Ship,4,1,143,2,medium,M,3,1996,2,3,0
540,Ship,5,5,236,3,medium,F,62,3365,2,3,0
541,Ship,4,4,147,3,low,M,13,1145,2,3,0
542,Ship,2,5,113,5,low,M,43,1638,2,3,0
543,Ship,5,1,165,2,high,M,54,1190,2,3,0
544,Ship,4,1,235,4,low,M,22,2066,3,3,0
545,Ship,4,5,186,10,low,F,42,3521,3,3,0
546,Ship,4,2,274,10,medium,F,29,2949,3,3,0
547,Ship,2,5,163,3,medium,F,37,1079,3,3,0
548,Ship,4,4,161,3,low,F,6,1386,3,3,0
549,Ship,4,4,264,2,low,M,35,2336,3,3,0
550,Ship,3,1,255,2,medium,M,42,3459,3,3,0
551,Ship,4,1,258,3,medium,M,3,3928,3,3,0
552,Ship,5,5,261,8,medium,M,39,2103,3,3,0
553,Ship,5,3,188,7,medium,M,3,3637,3,3,0
554,Ship,3,4,188,3,high,M,11,3072,3,3,0
555,Ship,3,2,160,10,medium,M,25,1548,3,3,0
556,Ship,3,2,214,2,low,M,26,3503,3,3,0
557,Ship,4,4,209,8,medium,F,46,3345,3,3,0
558,Ship,4,1,208,7,high,M,8,2193,3,3,0
559,Ship,3,3,265,4,low,M,47,2557,3,3,0
560,Ship,4,1,161,2,high,F,41,1992,3,3,0
561,Ship,5,3,217,3,high,F,61,3067,3,3,0
562,Ship,3,1,210,2,low,F,52,2444,3,3,0
563,Ship,3,3,179,2,low,F,60,1808,3,3,0
564,Ship,3,2,180,4,medium,M,55,1165,3,3,0
565,Ship,3,3,153,5,low,F,12,1972,3,3,0
566,Ship,4,3,162,2,low,M,2,1714,3,3,0
567,Ship,3,2,135,3,low,M,27,1898,3,3,0
568,Road,3,5,242,3,medium,F,3,2268,3,3,0
569,Road,4,4,206,3,medium,F,33,2804,3,3,0
570,Road,5,1,253,6,medium,M,12,2486,3,3,0
571,Road,5,2,208,3,medium,M,8,3442,3,3,0
572,Road,3,2,250,3,low,F,49,3798,3,3,0
573,Road,4,5,143,2,medium,F,20,1360,3,3,0
574,Road,5,3,236,3,medium,M,7,3589,3,3,0
575,Road,4,1,147,3,low,F,15,1956,3,3,0
576,Road,2,1,113,5,low,F,9,1957,3,3,0
577,Road,5,4,165,2,high,M,46,1482,3,3,0
578,Road,4,4,235,4,low,M,50,2020,3,3,0
579,Road,4,2,186,10,low,M,45,3722,3,3,0
580,Road,4,5,274,10,medium,F,5,3910,3,3,0
581,Road,2,2,163,3,medium,M,35,1547,3,3,0
582,Road,4,2,161,3,low,F,22,1819,3,3,0
583,Road,4,1,264,2,low,M,8,2436,3,3,0
584,Road,3,3,255,2,medium,M,3,2894,3,3,0
585,Road,4,1,258,3,medium,M,53,2428,3,3,0
586,Road,5,2,261,8,medium,F,1,3308,3,3,0
587,Road,5,4,188,7,medium,F,48,2466,3,3,0
588,Road,3,5,188,3,high,F,9,3206,3,3,0
589,Road,3,1,160,10,medium,F,29,1952,3,3,0
590,Flight,3,1,214,2,low,F,50,2720,3,3,0
591,Flight,4,5,209,8,medium,F,59,2948,3,3,0
592,Flight,4,1,208,7,high,F,65,2674,3,3,0
593,Flight,3,1,265,4,low,M,50,2249,3,3,0
594,Flight,4,1,161,2,high,F,21,1075,3,3,0
595,Flight,5,2,217,3,high,M,21,2600,3,3,0
596,Flight,3,4,210,2,low,F,35,2741,3,3,0
597,Flight,3,3,179,2,low,F,62,1765,3,3,0
598,Flight,3,2,180,4,medium,M,52,1329,3,3,0
599,Flight,4,5,158,5,medium,F,55,1936,3,3,0
600,Flight,6,1,291,5,medium,F,53,1682,3,3,0
601,Flight,5,2,231,2,medium,F,55,3894,3,3,0
602,Flight,4,5,163,4,low,F,49,1470,3,3,0
603,Flight,5,3,146,3,low,M,41,1204,3,3,0
604,Flight,2,5,272,2,low,M,24,3638,3,3,0
605,Flight,2,1,121,2,medium,F,18,1839,3,3,0
606,Flight,6,2,118,2,low,M,40,1014,3,3,0
607,Flight,3,5,173,2,low,M,14,1638,3,3,0
608,Flight,4,5,243,2,low,M,23,2686,3,3,0
609,Flight,5,4,229,3,medium,M,29,2505,3,3,0
610,Flight,5,3,96,4,medium,F,12,1655,3,3,0
611,Flight,5,5,249,3,medium,M,55,3558,3,3,0
612,Ship,3,2,165,2,low,F,24,1966,3,3,0
613,Ship,4,5,223,3,medium,F,63,2427,3,3,0
614,Ship,3,3,267,2,low,F,52,2949,3,3,0
615,Ship,4,4,140,2,low,F,47,1831,3,3,0
616,Ship,4,4,209,3,low,F,44,2075,3,3,0
617,Ship,3,5,243,3,medium,M,4,3189,3,3,0
618,Ship,3,2,175,4,medium,F,17,1276,3,3,0
619,Ship,5,4,133,3,low,M,9,1051,3,3,0
620,Ship,3,3,167,3,medium,F,24,1111,3,3,0
621,Ship,6,1,172,6,high,F,50,1052,3,3,0
622,Ship,5,4,257,2,low,M,55,2257,3,3,0
623,Ship,3,3,202,2,medium,M,39,3857,3,3,0
624,Ship,3,1,223,3,medium,F,31,3942,4,3,0
625,Ship,3,2,182,2,low,F,40,2592,4,3,0
626,Ship,3,2,234,3,medium,M,33,2789,4,3,0
627,Ship,3,5,140,3,low,F,30,1035,4,3,0
628,Ship,4,3,136,3,medium,M,9,1548,4,3,0
629,Ship,4,3,210,3,medium,F,6,2568,4,3,0
630,Ship,5,1,259,3,high,F,37,3023,4,3,0
631,Ship,4,2,141,2,medium,M,52,1012,4,3,0
632,Ship,4,3,151,4,medium,M,13,1583,4,3,0
633,Ship,3,5,164,3,medium,F,43,1423,4,3,0
634,Ship,3,3,141,2,medium,F,48,1758,4,3,0
635,Ship,3,3,271,2,medium,M,15,3542,4,3,0
636,Ship,4,3,191,4,low,F,15,2544,4,3,0
637,Ship,3,1,181,3,medium,M,22,3266,4,3,0
638,Ship,3,3,241,5,low,M,8,2182,4,3,0
639,Ship,3,3,254,3,medium,M,3,2837,4,3,0
640,Ship,3,2,146,6,medium,F,62,1162,4,3,0
641,Ship,5,1,271,2,high,M,46,2744,4,3,0
642,Ship,3,1,185,2,medium,F,42,2803,4,3,0
643,Ship,4,5,170,3,low,F,9,1138,4,3,0
644,Ship,4,1,265,2,medium,M,18,3327,4,3,0
645,Ship,4,4,142,4,low,F,8,1777,4,3,0
646,Ship,2,5,228,2,low,F,49,3024,4,3,0
647,Ship,4,5,262,4,low,M,16,2871,4,3,0
648,Ship,3,3,205,2,medium,F,54,2427,4,3,0
649,Ship,4,1,178,2,high,M,39,1362,4,3,0
650,Ship,2,2,153,2,low,M,46,1130,4,3,0
651,Ship,3,4,186,2,low,M,63,3447,4,3,0
652,Ship,4,1,167,3,high,F,22,1403,4,3,0
653,Ship,3,3,148,2,low,M,42,1950,4,3,0
654,Ship,3,2,167,2,low,M,2,1010,4,3,0
655,Ship,3,2,261,5,medium,M,45,2488,4,3,0
656,Ship,3,4,166,3,medium,M,43,1095,4,3,0
657,Ship,3,1,226,2,low,M,18,2319,4,3,0
658,Ship,3,4,260,3,low,F,21,2003,4,3,0
659,Ship,5,1,246,3,medium,F,44,3993,4,3,0
660,Ship,3,2,221,3,low,F,21,3686,4,3,0
661,Ship,5,4,191,4,medium,M,63,2039,4,3,0
662,Ship,3,1,138,5,medium,F,8,1349,4,3,0
663,Ship,3,1,146,3,medium,M,16,1714,4,3,0
664,Ship,3,3,193,3,medium,M,11,3188,4,3,0
665,Ship,3,1,229,2,medium,F,12,3111,4,3,0
666,Ship,4,1,239,2,high,M,16,2504,4,3,0
667,Ship,6,2,103,4,medium,M,37,1093,4,3,0
668,Ship,5,4,254,5,low,F,36,2039,4,3,0
669,Ship,2,2,198,2,low,M,11,3686,4,3,0
670,Ship,3,3,208,3,medium,M,61,3783,4,3,0
671,Ship,3,5,253,2,medium,M,17,2205,4,3,0
672,Ship,4,3,261,2,high,M,47,2336,4,3,0
673,Ship,3,1,156,3,medium,M,49,1253,4,3,0
674,Ship,4,3,97,2,low,M,26,1598,4,3,0
675,Ship,2,5,275,2,low,M,41,2546,4,3,0
676,Ship,2,1,189,2,high,M,48,2429,4,3,0
677,Ship,3,1,236,3,medium,M,28,3290,4,3,0
678,Ship,5,1,170,3,medium,F,60,1883,4,3,0
679,Ship,4,2,251,2,low,M,53,2673,4,3,0
680,Ship,3,3,205,2,medium,F,58,2187,4,3,0
681,Ship,4,5,135,3,medium,F,53,1744,4,3,0
682,Ship,3,3,231,2,medium,F,24,2177,4,3,0
683,Ship,3,4,257,3,medium,M,56,2941,4,3,0
684,Ship,5,2,162,3,high,M,57,1233,4,3,0
685,Ship,6,5,237,5,high,F,63,2573,4,3,0
686,Ship,3,4,134,4,medium,M,53,1887,4,3,0
687,Ship,2,1,163,3,medium,F,24,1119,4,3,0
688,Ship,5,5,264,3,medium,F,27,2019,4,3,0
689,Ship,5,2,173,4,low,M,21,1674,4,3,0
690,Ship,2,4,191,3,low,F,58,2586,4,3,0
691,Ship,3,3,152,3,medium,M,5,1385,4,3,0
692,Ship,3,4,272,4,low,F,23,2048,4,3,0
693,Ship,4,2,198,2,low,M,60,3368,4,3,0
694,Ship,4,3,260,4,medium,M,40,3668,4,3,0
695,Ship,4,3,158,6,medium,M,43,1478,4,3,0
696,Ship,5,3,252,4,medium,M,63,3729,4,3,0
697,Ship,4,2,199,3,low,M,64,2470,4,3,0
698,Ship,4,2,272,4,low,M,62,2307,4,3,0
699,Ship,3,4,209,3,low,M,37,2215,4,3,0
700,Ship,3,2,147,4,low,M,13,1657,4,3,0
701,Ship,4,2,166,4,low,F,63,1759,4,3,0
702,Ship,3,4,165,2,low,M,48,1706,4,3,0
703,Ship,4,5,162,2,medium,F,57,1715,4,3,0
704,Ship,3,3,255,3,medium,M,23,3764,5,3,0
705,Road,5,5,179,5,low,M,38,1437,5,3,0
706,Road,3,4,250,2,high,M,61,3207,5,3,0
707,Road,3,5,251,2,low,F,28,3936,5,3,0
708,Road,4,4,198,2,low,F,5,2270,5,3,0
709,Road,3,1,148,2,medium,M,34,1053,5,3,0
710,Road,4,5,268,3,medium,F,3,2758,5,3,0
711,Road,5,2,239,3,low,F,47,3673,5,3,0
712,Road,3,4,195,3,medium,M,10,2021,5,3,0
713,Road,4,3,252,2,medium,F,51,2658,5,3,0
714,Road,3,5,272,3,medium,M,48,3780,5,3,0
715,Road,2,4,141,3,medium,F,27,1628,5,3,0
716,Road,3,1,224,3,low,F,45,3624,5,3,0
717,Road,6,3,270,3,low,F,56,3251,5,3,0
718,Road,6,3,236,3,medium,M,6,2639,5,3,0
719,Road,3,1,227,3,medium,F,47,3512,5,3,0
720,Road,3,4,262,3,low,M,7,2424,5,3,0
721,Road,3,1,228,2,low,M,45,2257,5,3,0
722,Road,4,2,176,3,low,M,23,1909,5,3,0
723,Road,4,2,147,3,medium,M,44,1873,5,3,0
724,Road,5,2,196,3,medium,M,44,2085,5,3,0
725,Road,3,1,112,5,medium,F,41,1249,5,3,0
726,Road,4,2,221,2,medium,M,54,3065,5,3,0
727,Flight,3,5,154,3,medium,M,46,1312,5,3,0
728,Flight,4,4,200,3,low,M,19,2976,5,3,0
729,Flight,2,5,216,2,medium,F,57,3807,5,3,0
730,Flight,3,1,185,3,medium,M,3,3051,5,3,0
731,Flight,4,2,199,3,low,M,23,2994,5,3,0
732,Flight,5,2,265,3,low,F,12,2892,5,3,0
733,Flight,3,2,263,3,low,F,57,2113,5,3,0
734,Flight,4,2,181,2,low,F,28,2815,5,3,0
735,Flight,4,3,163,2,low,F,12,1092,5,3,0
736,Flight,5,2,260,2,medium,M,23,3962,5,3,0
737,Flight,6,2,159,5,medium,F,22,1247,5,3,0
738,Flight,4,1,227,3,medium,M,54,3043,5,3,0
739,Flight,3,3,104,5,medium,F,41,1936,5,3,0
740,Flight,3,4,188,4,low,F,49,3067,5,3,0
741,Flight,5,3,202,3,high,M,41,3536,5,3,0
742,Flight,3,3,213,6,low,F,17,2424,5,3,0
743,Flight,3,1,211,2,low,F,45,3332,5,3,0
744,Flight,4,4,232,3,medium,F,61,2484,5,3,0
745,Flight,4,3,143,2,high,M,39,1727,5,3,0
746,Flight,5,1,196,3,medium,M,24,2957,5,3,0
747,Flight,4,1,150,6,medium,F,42,1070,5,3,0
748,Flight,5,1,222,3,high,M,21,2351,5,3,0
749,Ship,3,2,203,3,high,M,3,2791,5,3,0
750,Ship,5,2,178,3,medium,M,60,1176,5,3,0
751,Ship,4,2,272,2,low,M,21,3271,5,3,0
752,Ship,4,2,182,3,low,M,58,3943,5,3,0
753,Ship,4,4,205,3,low,F,11,2255,5,3,0
754,Ship,3,2,171,3,medium,M,11,1282,5,3,0
755,Ship,4,1,172,2,low,M,48,1993,5,3,0
756,Ship,3,2,210,2,medium,M,30,3928,5,3,0
757,Ship,2,1,264,3,medium,M,10,3409,5,3,0
758,Ship,4,1,181,4,low,F,46,2399,5,3,0
759,Ship,3,5,240,3,medium,F,54,2919,5,3,0
760,Ship,4,4,140,4,medium,F,46,1442,5,3,0
761,Ship,6,4,283,5,medium,F,35,2686,5,3,0
762,Ship,4,3,263,4,medium,M,23,2960,5,3,0
763,Ship,4,4,136,3,high,F,35,1234,5,3,0
764,Ship,4,4,145,4,low,F,35,1210,5,3,0
765,Ship,3,3,162,2,low,F,42,1763,5,3,0
766,Ship,5,1,230,6,low,F,60,2067,6,3,0
767,Ship,3,3,148,5,medium,M,61,1452,6,3,0
768,Ship,3,3,175,3,high,F,45,1212,6,3,0
769,Ship,4,2,227,2,high,M,35,3583,6,3,0
770,Ship,4,1,177,4,low,F,13,1569,6,3,0
771,Ship,6,1,257,3,medium,M,60,3416,6,3,0
772,Ship,5,5,198,5,medium,M,36,2803,6,3,0
773,Ship,3,5,251,3,medium,M,59,3651,6,3,0
774,Ship,5,5,158,3,medium,F,47,1246,6,3,0
775,Ship,4,5,171,6,medium,F,27,1840,6,3,0
776,Ship,4,1,260,2,low,M,2,2980,6,3,0
777,Ship,3,4,263,3,low,M,42,2992,6,3,0
778,Ship,6,3,269,2,high,M,43,2300,6,3,0
779,Ship,3,3,224,2,low,F,37,3220,6,3,0
780,Ship,4,1,118,5,low,M,50,1413,6,3,0
781,Ship,5,1,186,10,low,M,64,2529,6,3,0
782,Ship,5,5,191,2,high,M,34,2708,6,3,0
783,Ship,5,5,174,6,medium,F,26,1184,6,3,0
784,Ship,3,1,140,2,medium,F,55,1339,6,3,0
785,Ship,4,2,193,2,high,F,48,2371,6,3,0
786,Ship,3,4,148,10,high,F,12,1779,6,3,0
787,Ship,2,2,176,5,low,F,55,1211,6,3,0
788,Ship,4,1,135,10,medium,M,35,1989,6,3,0
789,Ship,6,5,154,10,medium,F,48,1990,6,3,0
790,Ship,4,5,143,8,low,M,44,1756,6,3,0
791,Ship,4,3,173,2,low,F,10,1179,6,3,0
792,Ship,4,5,262,3,medium,F,38,3139,6,3,0
793,Ship,4,1,171,3,low,F,58,1516,6,3,0
794,Ship,4,3,246,2,low,M,55,2387,6,3,0
795,Ship,3,4,266,2,high,F,55,2779,6,3,0
796,Ship,4,5,127,8,low,M,39,1411,6,3,0
797,Ship,5,2,167,8,low,M,28,1921,6,3,0
798,Ship,4,2,187,4,medium,M,37,2200,6,3,0
799,Ship,3,2,162,2,low,F,54,1614,6,3,0
800,Ship,5,2,230,6,low,M,10,3604,6,3,0
801,Ship,3,4,148,5,medium,F,50,1540,6,3,0
802,Ship,3,3,175,3,high,F,55,1229,6,3,0
803,Ship,4,1,227,2,high,M,60,3080,6,3,0
804,Ship,4,3,177,4,low,M,38,1767,6,3,0
805,Ship,6,1,257,3,medium,M,37,2239,6,3,0
806,Ship,5,1,198,5,medium,F,49,3187,6,3,0
807,Ship,3,1,251,3,medium,F,18,2240,6,3,0
808,Ship,5,2,158,3,medium,M,16,1499,6,3,0
809,Ship,4,3,171,6,medium,F,9,1909,6,3,0
810,Ship,4,3,260,2,low,M,38,2526,6,3,0
811,Ship,3,1,263,3,low,M,25,3689,6,3,0
812,Ship,6,4,269,2,high,M,47,4000,6,3,0
813,Ship,3,2,224,2,low,F,49,3749,6,3,0
814,Ship,4,3,118,5,low,F,15,1601,6,3,0
815,Ship,5,4,186,10,low,F,24,3621,6,3,0
816,Ship,5,2,191,2,high,F,6,2059,6,3,0
817,Ship,5,1,174,6,medium,M,44,1635,6,3,0
818,Ship,3,3,140,2,medium,M,55,1847,6,3,0
819,Ship,4,1,193,2,high,M,37,3510,6,3,0
820,Ship,3,5,148,10,high,F,35,1597,6,3,0
821,Ship,2,3,176,5,low,M,29,1254,6,3,0
822,Ship,4,4,135,10,medium,F,57,1361,6,3,0
823,Ship,6,5,154,10,medium,F,14,1204,6,3,0
824,Ship,4,5,143,8,low,M,38,1095,6,3,0
825,Ship,4,2,173,2,low,F,30,1336,6,3,0
826,Ship,4,3,262,3,medium,M,46,2904,6,3,0
827,Ship,4,5,171,3,low,F,21,1683,6,3,0
828,Ship,4,4,246,2,low,M,11,2282,6,3,0
829,Ship,3,4,266,2,high,M,49,2643,6,3,0
830,Ship,4,1,127,8,low,F,12,1519,6,3,0
831,Ship,5,5,167,8,low,M,44,1547,6,3,0
832,Ship,4,2,187,4,medium,M,49,3225,6,3,0
833,Ship,6,2,294,4,low,M,35,1625,6,3,0
834,Ship,4,2,158,4,low,F,13,1785,6,3,0
835,Ship,6,5,135,5,low,M,55,1078,2,4,0
836,Ship,4,2,238,3,low,F,28,1915,2,4,0
837,Ship,6,1,213,3,low,M,63,1548,2,4,0
838,Ship,4,4,237,2,medium,M,21,1495,2,4,0
839,Ship,4,1,257,3,low,M,47,1308,2,4,0
840,Ship,5,2,198,5,low,M,65,1994,2,4,0
841,Ship,3,3,218,3,medium,M,48,3425,2,4,0
842,Road,4,4,236,4,low,M,65,2280,2,4,0
843,Road,3,1,100,3,low,F,17,1129,2,4,0
844,Road,3,1,154,2,low,F,44,1994,2,4,0
845,Road,5,1,238,3,low,M,32,3832,2,4,0
846,Road,5,5,128,5,low,M,34,1008,2,4,0
847,Road,4,1,140,3,medium,M,9,1431,2,4,0
848,Road,2,4,187,3,low,M,50,3878,2,4,0
849,Road,4,3,256,3,low,F,15,3155,2,4,0
850,Road,3,3,270,4,low,F,18,2397,2,4,0
851,Road,4,2,202,2,low,F,45,3008,2,4,0
852,Road,3,5,256,3,low,F,62,2971,2,4,0
853,Road,4,3,135,2,medium,F,37,1597,2,4,0
854,Road,4,4,184,4,medium,M,8,2306,2,4,0
855,Road,5,5,169,4,medium,F,23,1922,2,4,0
856,Road,3,2,178,4,medium,F,48,1079,2,4,0
857,Road,4,5,265,3,medium,F,41,3101,2,4,0
858,Road,4,3,217,2,medium,M,22,2138,2,4,0
859,Road,3,1,258,2,medium,M,11,2791,2,4,0
860,Road,3,3,218,2,medium,M,9,2069,2,4,0
861,Road,3,1,135,2,medium,M,7,1316,2,4,0
862,Road,3,3,150,2,medium,F,61,1053,2,4,0
863,Road,3,4,200,3,medium,F,49,2942,2,4,0
864,Flight,6,1,136,3,high,M,12,1592,2,4,0
865,Flight,3,2,119,2,low,M,32,1791,2,4,0
866,Flight,5,4,212,6,medium,F,5,2041,2,4,0
867,Flight,4,2,272,2,low,M,57,2377,2,4,0
868,Flight,4,2,166,3,low,M,5,1610,2,4,0
869,Flight,3,5,176,3,high,F,1,1982,2,4,0
870,Flight,2,3,280,4,low,M,17,3555,2,4,0
871,Flight,3,2,169,2,medium,F,19,1922,2,4,0
872,Flight,3,1,231,6,medium,F,64,3627,2,4,0
873,Flight,4,1,140,2,low,F,5,1274,2,4,0
874,Flight,3,5,183,3,medium,F,44,3158,2,4,0
875,Flight,4,5,157,3,medium,M,28,1557,2,4,0
876,Flight,4,5,210,4,medium,F,28,3905,2,4,0
877,Flight,4,5,227,4,low,F,20,2217,2,4,0
878,Flight,4,1,250,2,medium,M,45,3021,2,4,0
879,Flight,6,3,171,5,high,M,61,1947,2,4,0
880,Flight,4,2,136,2,medium,F,17,1285,2,4,0
881,Flight,4,3,258,3,medium,M,58,2579,2,4,0
882,Flight,6,2,271,5,low,M,14,2514,2,4,0
883,Flight,4,4,197,3,low,F,29,2915,2,4,0
884,Flight,5,2,217,3,low,M,27,2999,2,4,0
885,Flight,4,1,247,3,low,F,9,2414,2,4,0
886,Ship,4,4,192,4,medium,F,46,3599,2,4,0
887,Ship,3,1,254,3,medium,M,6,3496,2,4,0
888,Ship,5,5,226,3,medium,F,65,3840,2,4,0
889,Ship,5,3,197,2,low,F,48,2481,2,4,0
890,Ship,3,1,203,4,medium,M,12,2779,2,4,0
891,Ship,4,5,196,3,medium,M,16,3722,2,4,0
892,Ship,2,2,180,3,low,M,33,1217,2,4,0
893,Ship,3,5,219,3,low,F,54,3145,3,4,0
894,Ship,4,4,266,2,low,F,15,3425,3,4,0
895,Ship,5,1,144,2,low,F,20,1082,3,4,0
896,Ship,5,3,197,2,low,F,12,3400,3,4,0
897,Ship,4,1,258,3,medium,F,4,3686,3,4,0
898,Ship,3,3,187,3,low,F,63,2481,3,4,0
899,Ship,5,4,184,3,low,M,9,3332,3,4,0
900,Ship,4,3,142,2,medium,F,63,1615,3,4,0
901,Ship,3,5,283,5,low,F,50,2848,3,4,0
902,Ship,4,2,221,2,low,F,13,3097,3,4,0
903,Ship,3,2,233,5,low,M,44,2010,3,4,0
904,Ship,6,4,129,5,low,F,58,1463,3,4,0
905,Ship,3,4,154,2,medium,F,43,1542,3,4,0
906,Ship,4,4,158,3,medium,M,63,1387,3,4,0
907,Ship,5,3,236,6,medium,M,9,3715,3,4,0
908,Ship,3,5,257,3,low,F,52,2170,3,4,0
909,Ship,4,5,160,3,medium,M,50,1511,3,4,0
910,Ship,4,2,255,4,low,F,62,3198,3,4,0
911,Ship,4,3,210,2,medium,M,22,3124,3,4,0
912,Ship,5,3,169,4,medium,F,37,1290,3,4,0
913,Ship,3,1,275,2,high,F,1,2597,3,4,0
914,Ship,3,2,185,3,medium,M,47,2467,3,4,0
915,Ship,3,2,213,2,medium,F,54,2809,3,4,0
916,Ship,3,4,179,3,high,M,57,1582,3,4,0
917,Ship,3,3,110,3,low,M,7,1235,3,4,0
918,Ship,3,4,216,3,low,F,41,2042,3,4,0
919,Ship,4,1,267,3,medium,M,37,2716,3,4,0
920,Ship,5,4,214,2,medium,F,1,3709,3,4,0
921,Ship,5,2,196,3,low,M,38,2211,3,4,0
922,Ship,2,2,192,2,low,F,8,3127,3,4,0
923,Ship,4,1,191,3,low,M,4,2724,3,4,0
924,Ship,3,4,222,3,medium,M,57,2714,3,4,0
925,Ship,3,3,141,3,medium,M,10,1751,3,4,0
926,Ship,4,3,242,3,low,M,1,2808,3,4,0
927,Ship,3,4,212,2,high,M,13,2733,3,4,0
928,Ship,5,5,133,3,medium,F,21,1648,3,4,0
929,Ship,5,5,254,5,low,F,35,2508,3,4,0
930,Ship,4,3,190,3,medium,F,2,2125,3,4,0
931,Ship,5,3,185,3,low,M,25,2503,3,4,0
932,Ship,3,5,191,3,medium,M,54,3890,3,4,0
933,Ship,4,4,158,2,medium,M,15,1030,3,4,0
934,Ship,3,5,171,3,low,F,49,1333,3,4,0
935,Ship,3,4,160,2,medium,M,32,1085,3,4,0
936,Ship,4,2,235,3,low,F,21,3088,3,4,0
937,Ship,4,4,247,3,low,M,55,2361,3,4,0
938,Ship,4,1,152,3,medium,F,65,1706,3,4,0
939,Ship,4,3,138,3,medium,M,15,1080,4,4,0
940,Ship,5,4,270,2,high,F,43,2971,4,4,0
941,Ship,6,1,193,4,medium,M,8,2952,4,4,0
942,Ship,4,3,252,2,medium,M,1,2336,4,4,0
943,Ship,3,1,203,2,medium,F,51,3976,4,4,0
944,Ship,5,4,141,3,medium,M,64,1677,4,4,0
945,Ship,4,3,197,3,low,F,20,3617,4,4,0
946,Ship,6,2,142,3,low,F,54,1332,4,4,0
947,Ship,3,4,161,3,low,F,25,1048,4,4,0
948,Ship,2,2,139,3,medium,F,23,1283,4,4,0
949,Ship,2,5,186,2,low,M,17,3896,4,4,0
